title,brand,rating,ratings_number,price,prime_option,answers,first_date,sponsored_option,categories,position,page,category,position_c,subcategory,position_s
BOOM Prime Kids 4oz 6oz 8oz Boxing Gloves Junior Youth Mitts Punching Bag MMA Training Sparring Children Muay Thai Martial Arts Kickboxing Punch Fighting Gloves Green Blue,BOOM Prime,4.3,8,14.0,False,0,2016-12-10,False,"['299,728 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '609 in Boxing Training Gloves']",23,3,Sports & Outdoors,299728.0,Boxing Training Gloves,609.0
Devoto Boxing Gloves Set 2 for Training Leather Gloves for Thai Sparring Kickboxing Taekwondo Muay Fighting Punch Bags Punching Heavy Bag Mitts - Men &amp; Women Style (Black Adult version),Devoto,3.3,12,,False,0,2020-08-12,False,"['177,339 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '378 in Boxing Training Gloves']",24,3,Sports & Outdoors,177339.0,Boxing Training Gloves,378.0
RDX Taekwondo Gloves Women Semi Contact Ladies Pink Training Martial Arts Boxing Sparring TKD Punch Bag Mitts Girls MMA Grappling Karate Fighting,RDX,5.0,1,13.0,False,0,2016-09-09,False,"['174,360 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '69 in Training Gloves']",25,3,Sports & Outdoors,174360.0,Training Gloves,69.0
"RDX Boxing Gloves for Training Muay Thai Micro Skin Combat Leather Wrinkle Free Mitts for Sparring, Kickboxing, Fighting Great for Heavy Punch Bag, Double End Speed Ball Focus Pads Punching",RDX,4.6,5,34.0,True,0,2019-11-22,False,"['119,753 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '140 in Boxing Fight Gloves', '274 in Boxing Training Gloves']",26,3,Sports & Outdoors,119753.0,Boxing Fight Gloves,140.0
"HM Boxing Gloves -Boxing Equipment with Leather Pro Gel for Muay Thai Kick Sparring Fighting &amp; Training MMA Gloves Men &amp; Boxing Gloves Women Silver and Black (Silver, S)",MH,,0,,False,0,2021-02-15,False,[],27,3,,,,
Venum Men's Impact Boxing Gloves,Venum,4.6,1065,61.0,True,6,2017-04-10,False,"['15,455 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '35 in Boxing Fight Gloves', '55 in Boxing Training Gloves']",28,3,Sports & Outdoors,15455.0,Boxing Fight Gloves,35.0
"RDX Kids Boxing Gloves for Training, Muay Thai - Maya Hide Leather Junior 6oz Mitts for Sparring, Fighting, Kickboxing – Good for Youth Punch Bag, Grappling Dummy and Focus Pads Punching",RDX,4.6,39,21.0,True,0,2017-10-24,False,"['35,406 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '52 in Boxing Fight Gloves']",29,3,Sports & Outdoors,35406.0,Boxing Fight Gloves,52.0
Farabi Sports Boxing Gloves Punching Bag Training Focus Pads Gloves,Farabi Sports,4.7,581,19.0,False,22,2016-08-07,False,"['10,416 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '24 in Boxing Fight Gloves', '38 in Boxing Training Gloves']",30,3,Sports & Outdoors,10416.0,Boxing Fight Gloves,24.0
Cleto Reyes FREE Boxing Gloves Traditional Lace Up Training Gloves Red Sold by MinotaurFightStore,CLETO REYES,3.3,5,195.0,False,0,2018-06-04,True,"['335,374 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '671 in Boxing Training Gloves']",31,3,Sports & Outdoors,335374.0,Boxing Training Gloves,671.0
MMA Gloves for Martial Arts Training and Grappling Krav Maga Open Palm Liani Hide Leather Wrist Strap Sparring Mitts for Kickboxing Muay Thai Cage UFC Fighting Punching Combat (MULTI COLORS/SIZES),3X Professional Choice,4.5,51,20.0,True,0,2018-12-15,True,"['28,600 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '95 in Boxing Training Gloves']",32,3,Sports & Outdoors,28600.0,Boxing Training Gloves,95.0
"REX Stealth Boxing gloves for fighters, Training gloves, Heavy duty punching gloves | Matte Black Boxing Gloves for Sparring, Kickboxing, Fighting, Punch Bags and Focus Pads Punching",REX,4.9,12,17.0,False,0,2020-09-08,True,"['28,454 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '93 in Boxing Training Gloves']",33,3,Sports & Outdoors,28454.0,Boxing Training Gloves,93.0
Boxing Gloves for Muay Thai Sparring Kickboxing Fighting Boxercise Training Fitness Punch Bag Focus Pads for Men Women Juniors &amp; Kids,SZWLL,,0,27.0,False,0,2020-08-24,False,"['549,787 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1,147 in Boxing Training Gloves']",34,3,Sports & Outdoors,549787.0,Boxing Training Gloves,1147.0
Maxx® New Full Black Leather Boxing Gloves MMA Training Fight Sparring Boxing Glove,MAXX Pro Boxing Gear,,0,17.0,False,0,2020-11-23,False,"['95,257 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '220 in Boxing Training Gloves']",35,3,Sports & Outdoors,95257.0,Boxing Training Gloves,220.0
"Gel Padded Boxing Hand Wraps Inner Gloves for Punching, Elasticated Padded Bandages under Mitts, Quick Long Wrist Support, Fist Protector, Great for MMA, Muay Thai, Kickboxing, Martial Arts Training",3X Professional Choice,4.1,74,14.0,False,0,2018-02-27,False,"['90,748 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '84 in Martial Arts Hand Wraps']",36,3,Sports & Outdoors,90748.0,Martial Arts Hand Wraps,84.0
EVO Fitness Matte Black Leather MMA Gloves Muay Thai Martial Arts KickBoxing Grappling UFC Cage Fighting Sparring Training Mitts,EVO Fitness,4.0,32,12.0,True,5,2017-05-03,False,"['72,637 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '181 in Boxing Training Gloves']",37,3,Sports & Outdoors,72637.0,Boxing Training Gloves,181.0
"REX'S MMA Gloves for Professional Martial Art super Durable Thick padded Rexene Leather Boxing Kickboxing Mitts for Cage Fighting, Punching Pad and Focus Pad.",Rex Sports,,0,11.0,False,0,2020-09-11,False,"['218,877 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '240 in Boxing Fight Gloves']",38,3,Sports & Outdoors,218877.0,Boxing Fight Gloves,240.0
"Boxing Gloves by Athletics Gear – 10 to 16oz Maya Hide Leather Perfect Design and Fit with Velcro Closure System for MMA sparring, fighting, kickboxing, and punching",Generic,5.0,1,14.0,False,0,2020-10-20,False,"['35,102 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '115 in Boxing Training Gloves']",39,3,Sports & Outdoors,35102.0,Boxing Training Gloves,115.0
Venum Contender 2.0 Boxing Gloves,Venum,4.7,1412,39.0,True,5,2018-05-17,False,"['7,399 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '44 in Boxing Gloves']",40,3,Sports & Outdoors,7399.0,Boxing Gloves,44.0
"GoMax Leather Boxing Gloves 6,8,10,12,14,16 oz Boxing Gloves for Training Punching bag Sparring, Punching Boxing Bag Gloves Mitts Muay Thai Kickboxing MMA Martial Arts Workout Gloves",GO MAX,4.6,426,16.0,False,7,2019-09-14,False,"['4,367 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '15 in Boxing Training Gloves']",41,3,Sports & Outdoors,4367.0,Boxing Training Gloves,15.0
Venum Challenger 2.0 Boxing Gloves,Venum,4.4,2890,42.0,True,7,2016-01-19,False,"['46,525 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '130 in Boxing Training Gloves']",42,3,Sports & Outdoors,46525.0,Boxing Training Gloves,130.0
BOOM Prime Ladies Rex Leather Boxing Gloves 6oz 8oz 10oz 12oz 14oz Punch Bag MMA Muay Thai Training Kickboxing Fighting Womens Martial Arts Sparring Punching Mitts,BOOM Prime,4.3,15,17.0,False,0,2017-02-27,False,"['189,204 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '402 in Boxing Training Gloves']",43,3,Sports & Outdoors,189204.0,Boxing Training Gloves,402.0
VIPER Boxing Gloves for Training Punching Sparring Punching Bag Boxing Bag Gloves Punch Bag Mitts Fighting Gloves,Viper,,0,15.0,False,0,2019-05-15,False,"['432,262 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '864 in Boxing Training Gloves']",44,3,Sports & Outdoors,432262.0,Boxing Training Gloves,864.0
EVO Maya Hide Leather Pro GEL Boxing Gloves For MMA Punch Bag Sparring Muay Thai KickBoxing Fighting Training Glove with FREE Boxing Hand Wraps,EVO Fitness,4.6,253,20.0,True,6,2014-02-06,False,"['4,040 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '14 in Boxing Training Gloves']",45,3,Sports & Outdoors,4040.0,Boxing Training Gloves,14.0
"RDX Kids Boxing Gloves Sparring and Muay Thai Maya Hide Leather, KARA Patent Pending Junior Training Mitt for Kickboxing, Punch Bag, Focus Pads, MMA, Thai Pad, Double End Ball Punching Fight Gloves",RDX,4.8,55,24.0,True,0,2020-11-06,False,"['7,842 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '28 in Boxing Training Gloves']",46,3,Sports & Outdoors,7842.0,Boxing Training Gloves,28.0
Venum Unisex Adult Elite Boxing Gloves,Venum,4.7,3583,53.0,True,23,2017-02-15,False,"['11,135 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '25 in Boxing Fight Gloves']",47,3,Sports & Outdoors,11135.0,Boxing Fight Gloves,25.0
"RDX MMA Gloves for Grappling Martial Arts, Open Palm Genuine Cowhide Leather, Padded Sparring Mitts for Kickboxing, Muay Thai Cage Fight, Punching Bag, Combat and Speedball Training",RDX,4.6,39,32.0,True,5,,False,"['Amazon Bestsellers Rank: 21,766 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '#74 in Boxing Training Gloves', '#14 in Training Gloves']",48,3,Sports & Outdoors,21766.0,Boxing Training Gloves,74.0
"Bag Gloves by Athletics Gear – Maya Hide Leather Perfect Design and Fit with Elastic Strap System for MMA Sparring, Fighting, Boxing Punch Mitts, and Punching Training",Generic,,0,11.0,False,0,2021-02-02,False,"['194,736 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '670 in Boxing Gloves']",49,3,Sports & Outdoors,194736.0,Boxing Gloves,670.0
VELO Professional Boxing Gloves Microfiber Leather Muay Thai Training Sparring Punching Bag Mitts kickboxing Fighting Glove For Men And Women (Free Face Mask),VELO,5.0,3,19.0,True,0,2019-01-22,False,"['102,653 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '236 in Boxing Training Gloves']",50,3,Sports & Outdoors,102653.0,Boxing Training Gloves,236.0
adidas Boxing Gloves Men Women Kids Sparring Training Hybrid 100 6oz 8oz 10oz 12oz 14oz 16oz,adidas,4.6,720,30.0,True,19,2018-08-06,False,"['5,556 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '13 in Boxing Fight Gloves', '20 in Boxing Training Gloves']",51,3,Sports & Outdoors,5556.0,Boxing Fight Gloves,13.0
Junior Boxing Gloves with Hand Wraps &amp; skipping rope For Men and Women With Leather Pro Gel for Muay Thai Kick Boxing Sparring Fighting &amp; Training,SOO,,0,13.0,False,0,2020-12-28,False,"['421,136 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '841 in Boxing Training Gloves']",52,3,Sports & Outdoors,421136.0,Boxing Training Gloves,841.0
"HM Boxing Gloves -Boxing Equipment with Leather Pro Gel for Muay Thai Kick Sparring Fighting &amp; Training MMA Gloves Men &amp; Boxing Gloves Women Silver and Black (Black, L)",MH,,0,,False,0,2021-02-15,False,[],53,3,,,,
"BeSmart Leather Boxing Gloves Sparring : Training, MMA, Punching, Cage, Fighting.",BeSmart,,0,16.0,False,0,2018-07-24,False,"['439,835 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '884 in Boxing Training Gloves']",54,3,Sports & Outdoors,439835.0,Boxing Training Gloves,884.0
Rex Sports MMA Open Palm Gloves for Fighting Muay Thai Sparring Kick Boxing Professional Ring Side Match Grappling Ground Fight Women Men,Rex Sports,,0,9.0,False,0,2020-10-04,False,"['215,066 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '234 in Boxing Fight Gloves']",55,3,Sports & Outdoors,215066.0,Boxing Fight Gloves,234.0
"RDX MMA Fight Gloves for Grappling and Martial Arts, Open Palm Maya Hide Leather Sparring Mitts, Good for Cage Fighting, Kickboxing, Punch Bag, Muay Thai Training and Combat Sports",RDX,,0,39.0,True,0,2020-09-28,False,"['304,118 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '111 in Training Gloves']",56,3,Sports & Outdoors,304118.0,Training Gloves,111.0
Starpro Boxing Gloves Training Sparring - 10oz 12oz | Genuine Cowhide Leather Good for Mauy Thai Kickboxing Fighting Punching Fitness Exercise Heavy Duty Bag Mitts Workout | Black Red for Men &amp; Women,Starpro,4.5,2,24.0,True,0,2019-08-26,False,"['333,518 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '666 in Boxing Training Gloves']",57,3,Sports & Outdoors,333518.0,Boxing Training Gloves,666.0
EVO Maya Hide Leather Pro GEL Boxing Gloves For MMA Punch Bag Sparring Muay Thai KickBoxing Fighting Training Glove with FREE Boxing Hand Wraps,EVO Fitness,4.2,39,17.0,True,0,2013-12-11,True,"['109,428 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '248 in Boxing Training Gloves']",58,3,Sports & Outdoors,109428.0,Boxing Training Gloves,248.0
VELO Boxing Gloves Crystal Leather Muay Thai Training Sparring Punching Bag Mitts kickboxing Fighting Glove for Punch Bag | Focus Pad | Arm kick Pad (𝗙𝗿𝗲𝗲 𝗙𝗮𝗰𝗲 𝗠𝗮𝘀𝗸),VELO,5.0,2,21.0,True,0,2020-06-12,True,"['107,376 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '244 in Boxing Training Gloves']",59,3,Sports & Outdoors,107376.0,Boxing Training Gloves,244.0
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Glove Ounce set to 16oz 14oz 12oz 10oz 8oz | Pro Boxing Training Gloves for Sparring in Kickboxing MMA Muay Thai or Boxercise Training,Valour Strike,4.7,430,29.0,True,36,2015-06-27,True,"['5,763 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '14 in Boxing Fight Gloves']",0,4,Sports & Outdoors,5763.0,Boxing Fight Gloves,14.0
AQF Boxing Gloves for Training &amp; MMA Muay Thai Punch Bag Sparring MMA Gloves for Kickboxing Fighting &amp; punching bag with Extra Layers of Padding,AQF,4.3,6,19.0,False,0,2020-10-15,True,"['13,527 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '50 in Boxing Training Gloves']",1,4,Sports & Outdoors,13527.0,Boxing Training Gloves,50.0
VELO Boxing Matt Leather Muay Thai Training Sparring Punching Bag Mitts kickboxing Fighting Gloves for Punch Bag | Focus Pad | Arm kick Pad (Black Edition With Free Face Mask),VELO,4.6,36,19.0,False,0,2020-06-11,True,"['26,527 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '85 in Boxing Training Gloves']",2,4,Sports & Outdoors,26527.0,Boxing Training Gloves,85.0
"RDX Lace 2 Loop Straps Converter for Professional Boxing Gloves, 50CM Elasticated Polyester Adjustable Maya Hide Leather Hook Strap Attachments for Fighting Kickboxing Muay Thai Sparring Lace-Up Glove",RDX,,0,10.0,False,0,2020-12-24,True,"['61,568 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '241 in Boxing Gloves']",3,4,Sports & Outdoors,61568.0,Boxing Gloves,241.0
Starpro Boxing Gloves Training Sparring - 10oz 12oz | Genuine Cowhide Leather Good for Mauy Thai Kickboxing Fighting Punching Fitness Exercise Heavy Duty Bag Mitts Workout | Black Red for Men &amp; Women,Starpro,4.5,2,24.0,True,0,2019-08-26,False,"['333,518 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '666 in Boxing Training Gloves']",4,4,Sports & Outdoors,333518.0,Boxing Training Gloves,666.0
"Beast Gear Boxing Gloves – Simian Model Genuine Cowhide Leather Training Gloves - For Punch Bag, Pads, Sparring",Beast Gear,4.7,164,49.0,True,8,2018-10-14,False,"['56,028 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '149 in Boxing Training Gloves']",5,4,Sports & Outdoors,56028.0,Boxing Training Gloves,149.0
EVO Fitness Pro Boxing Gloves MMA Punch Bags Sparring Muay Thai Kick Boxing Fighting Training Gloves For Men Women with Boxing Hand Wraps,EVO Fitness,4.6,101,16.0,False,0,2014-02-06,False,"['26,932 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '42 in Boxing Fight Gloves']",6,4,Sports & Outdoors,26932.0,Boxing Fight Gloves,42.0
WLH Children PU Leather Kids Boxing Fighting Sparring Punching Sandbag Gloves Training Mitts For 3-10 Years Old(Blue),WLH,,0,15.0,False,0,,False,"['237,993 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '823 in Boxing Gloves']",7,4,Sports & Outdoors,237993.0,Boxing Gloves,823.0
Yinuoday Boxing Gloves for Men and Women Fighting Muay Thai Sparring Punching Kickboxing Training Gloves Grappling Sandbag Adult 1Pair,Yinuoday,3.9,4,9.0,False,0,2020-07-09,False,"['368,911 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '742 in Boxing Training Gloves']",8,4,Sports & Outdoors,368911.0,Boxing Training Gloves,742.0
"YAOXI Boxing Gloves Women Training PU Sanda Kickboxing Mitts Muay Fighting Sandbags Kick Boxing Gloves Men,Purple,12oz",YAOXI,,0,54.0,False,0,,False,"['844,325 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1,693 in Boxing Training Gloves']",9,4,Sports & Outdoors,844325.0,Boxing Training Gloves,1693.0
RDX Taekwondo Gloves Training Martial Arts Boxing Sparring TKD Punch Bag Mitts MMA Grappling Karate Fighting,RDX,4.8,4,16.0,False,0,2017-01-30,False,[],10,4,,,,
VELO Boxing Gloves Microfiber Leather Muay Thai Training Sparring Punching Bag Mitts kickboxing Fighting Glove,VELO,4.5,37,19.0,False,0,2019-10-04,False,"['112,285 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '128 in Boxing Fight Gloves']",11,4,Sports & Outdoors,112285.0,Boxing Fight Gloves,128.0
Amber Fight Gear Unisex's Hook and Loop Boxing Training Fighting Gloves Pro Style MMA Martial Arts Sparring Punching Bag Mitts Muay Thai Kickboxing Adult,Amber Fight Gear,4.4,10,15.0,False,0,2015-04-01,False,"['210,324 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '231 in Boxing Fight Gloves', '1,976 in Fitness Technology']",12,4,Sports & Outdoors,210324.0,Boxing Fight Gloves,231.0
BOOM Prime Boxing Gloves 10oz 12oz 14oz 16oz MMA Rex Leather Punch Bag Training Sparring Mitts Martial Arts Muay Thai Kickboxing Fighting Punching Gym Workout Gloves Yellow,BOOM Prime,,0,14.0,False,0,2016-11-04,False,"['406,516 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '810 in Boxing Training Gloves']",13,4,Sports & Outdoors,406516.0,Boxing Training Gloves,810.0
"RDX Boxing Gloves for Training Muay Thai Cowhide Leather Mitts for Kickboxing, Fighting Sparring Great for Heavy Punch Bag, Double End Speed Ball, Grappling Dummy and Focus Pads Punching",RDX,4.3,8,37.0,True,0,2017-08-02,False,"['105,837 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '120 in Boxing Fight Gloves']",14,4,Sports & Outdoors,105837.0,Boxing Fight Gloves,120.0
"CXYY Boxing Gloves Sanda Gloves Men and Women Punching Bag Muay Thai Adult Children Muay Thai Gloves Free Fighting Gloves 6oz 8oz 10oz 12oz 14oz,Pink,8oz",CXYY,,0,29.0,False,0,,False,"['773,700 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1,002 in Boxing Fight Gloves']",15,4,Sports & Outdoors,773700.0,Boxing Fight Gloves,1002.0
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Set in Ounce 16oz 14oz 12oz 10oz 8oz for Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | EAGLE FORCE CV-5Z™,Valour Strike,,0,30.0,True,0,2021-02-15,True,[],16,4,,,,
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Set in Ounce 16oz 14oz 12oz 10oz 8oz for Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | Black Paw™,Valour Strike,4.6,180,29.0,True,10,2016-11-17,True,"['4,803 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '12 in Boxing Fight Gloves']",17,4,Sports & Outdoors,4803.0,Boxing Fight Gloves,12.0
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Set Ounce 16oz 14oz 12oz 10oz 8oz For Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | Red Paw™,Valour Strike,4.6,189,29.0,True,7,2016-11-17,True,"['7,327 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '17 in Boxing Fight Gloves']",18,4,Sports & Outdoors,7327.0,Boxing Fight Gloves,17.0
Farabi 7-oz MMA Gloves Hybrid Semi-Pro Open Hand Gloves Punching Training even Compition,Farabi Sports,4.4,39,19.0,False,0,2016-11-03,False,"['90,871 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '209 in Boxing Training Gloves']",19,4,Sports & Outdoors,90871.0,Boxing Training Gloves,209.0
"A1 Fight Gear Boxing Gloves - 10oz, 12oz, 14oz, 16oz Top Grain Cowhide Leather Training Gloves, Hand Made, Fully Attached Thumb - Muay Thai, Kickboxing, Sparring, Boxercise, Punchbag",A1 Fight Gear,4.9,36,39.0,True,0,2020-12-05,False,"['18,261 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '65 in Boxing Training Gloves']",20,4,Sports & Outdoors,18261.0,Boxing Training Gloves,65.0
"MAXSTRENGTH Boxing Gloves for Training &amp; Muay Thai | Mitts for Sparring, Kickboxing, Fighting | Great for Heavy Punch Bag, Grappling Dummy Double End Speed Ball &amp; Focus Pads Punching, Sizes 4oz, 6oz, 8oz, 10oz, 12oz, 14oz, 16oz (Black/White Plain (Synthetic Leather), 14oz)",MAXSTRENGTH,4.1,11,17.0,True,0,2014-06-04,False,"['254,268 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '528 in Boxing Training Gloves']",21,4,Sports & Outdoors,254268.0,Boxing Training Gloves,528.0
Pair of Leather Boxing Gloves black &amp; white punchbag Martial arts Training Glove,MAXX Pro Boxing Gear,4.7,9,21.0,False,0,2020-07-16,False,"['145,842 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '330 in Boxing Training Gloves']",22,4,Sports & Outdoors,145842.0,Boxing Training Gloves,330.0
Starpro T20 Boxing Gloves| PU Leather| Black White Pink and Blue| For Training and Sparring in Muay Thai Kickboxing Fitness and Boxercise Men &amp; Women| 8oz 10oz 12oz 14oz 16oz,Starpro,4.6,531,25.0,True,0,2019-12-12,False,"['51,400 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '139 in Boxing Training Gloves']",23,4,Sports & Outdoors,51400.0,Boxing Training Gloves,139.0
Xinluying MMA Gloves Boxing Punch Bag Fighting Training Kickboxing Gloves Hand Protection Women Men,Xinluying,4.0,57,19.0,False,5,2018-05-20,False,"['139,494 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '7 in Bag Gloves', '28 in Boxing Bag Gloves', '163 in Boxing Fight Gloves']",24,4,Sports & Outdoors,139494.0,Bag Gloves,7.0
Boxing MMA Headgear UFC Head Guard Sparring Helmet Fighting Protector Head Guard 6oz Boxing Gloves Open Face Protectors Kids/Junoir Punching Bag Mitts kickboxing Fighting,ONEX,,0,13.0,False,0,2018-07-26,False,"['394,877 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '788 in Boxing Training Gloves']",25,4,Sports & Outdoors,394877.0,Boxing Training Gloves,788.0
"RDX MMA Gloves for Martial Arts Grappling Training, Approved by SMMAF, Open Palm Cowhide Leather Sparring Mitts, Adjustable Wrist Straps and Gel Padding for Muay Thai Kickboxing Punching Cage Fighting",RDX,4.9,4,29.0,False,0,2017-10-02,False,"['156,678 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '62 in Training Gloves']",26,4,Sports & Outdoors,156678.0,Training Gloves,62.0
"KIKFIT MMA Gloves Sparring Grappling Maya Hide Leather Martial Arts Training Gel Padded Wrist Support Mitts for Boxing, Muay Thai, Kickboxing, UFC, Cage Fighting, Punch Bag Gloves",KIKFIT,4.2,3,11.0,False,0,2019-11-02,False,"['281,033 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '105 in Training Gloves']",27,4,Sports & Outdoors,281033.0,Training Gloves,105.0
Aasta Boxing Glove Fighting Gloves Boxing Training Glove Muay Thai Kick Boxing,Aasta,5.0,1,14.0,False,0,2018-07-05,False,"['754,138 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '965 in Boxing Fight Gloves']",28,4,Sports & Outdoors,754138.0,Boxing Fight Gloves,965.0
Uzinb Kids Children Kickboxing Training Gloves Punching Sandbag Sports Fighting MMA Boxing Glove,Uzinb,3.9,2,6.0,False,0,2019-05-27,False,"['96,374 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '222 in Boxing Training Gloves']",29,4,Sports & Outdoors,96374.0,Boxing Training Gloves,222.0
"REX Boxing Set Gloves Head Guard Boxing Set MMA, Muay Thai, Sparring, Kick Boxing, Fighting, Head Protection and Punching Mitts",REX,,0,28.0,False,0,2020-11-12,False,"['264,409 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '153 in Boxing Sets']",30,4,Sports & Outdoors,264409.0,Boxing Sets,153.0
VELO Boxing Gloves Microfiber Leather Muay Thai Training Sparring Punching Bag Mitts kickboxing Fighting Glove,VELO,4.5,37,19.0,False,0,2019-10-03,True,"['112,285 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '128 in Boxing Fight Gloves']",31,4,Sports & Outdoors,112285.0,Boxing Fight Gloves,128.0
"RDX Lace 2 Loop Straps Converter for Professional Boxing Gloves, 51CM Elasticated Maya Hide Leather Adjustable Nylon Hook Strap Attachments for Fighting Kickboxing Muay Thai and Sparring Lace-Up Glove",RDX,,0,20.0,True,0,2020-12-22,True,"['55,944 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '220 in Boxing Gloves']",32,4,Sports & Outdoors,55944.0,Boxing Gloves,220.0
EVO Boxing Gloves with Hand Wraps For Men and Women With Leather Pro Gel for Muay Thai Kick Boxing Sparring Fighting &amp; Training,EVO Fitness,4.6,619,21.0,True,12,2014-02-06,True,"['570 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '2 in Boxing Training Gloves']",33,4,Sports & Outdoors,570.0,Boxing Training Gloves,2.0
Fairtex BGV11 F-Day Boxing Gloves Green,Fairtex,4.8,26,109.0,False,0,2015-08-11,False,"['120,025 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '277 in Boxing Training Gloves', '647 in Martial Arts Training Equipment']",34,4,Sports & Outdoors,120025.0,Boxing Training Gloves,277.0
Islero Fitness EVO Kids Boxing Gloves Junior MMA Bag Mitts GEL Punching Bag Muay Thai Martial Arts Kick Boxing Sparring Training Fighting UFC 4OZ 6OZ 8OZ,Islero Fitness,4.4,37,13.0,False,0,2017-06-18,False,"['37,035 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '118 in Boxing Training Gloves']",35,4,Sports & Outdoors,37035.0,Boxing Training Gloves,118.0
"YYW Boxing Gloves for MMA Training, Muay Thai, Sparring, Kickboxing, Fighting,Skin Leather Gloves for Adults,Teen",YYW,,0,23.0,False,0,2020-01-09,False,"['921,267 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1,218 in Boxing Fight Gloves', '1,848 in Boxing Training Gloves']",36,4,Sports & Outdoors,921267.0,Boxing Fight Gloves,1218.0
